batch,condition,condition_label,replicate,path,avg_sent,avg_returned,avg_return_ratio,final_agent_1,final_agent_2,final_mean_balance,final_total_balance,escalated_send,escalated_return
noise_experiments,game_only,Game Only,0,data/json/noise_experiments/myth_causal_negative2_informed_claude_pilot/myth_causal_noise_negative2_informed_claude_pilot/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_8/myth_causal_noise_negative2_informed_claude_pilot_000_neutral_rep00.json,2.6875,2.6162500000000004,0.28596284271284267,45.07,37.93000000000001,41.5,83.0,True,False
noise_experiments,game_only,Game Only,1,data/json/noise_experiments/myth_causal_negative2_informed_claude_pilot/myth_causal_noise_negative2_informed_claude_pilot/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_8/myth_causal_noise_negative2_informed_claude_pilot_001_neutral_rep01.json,1.625,1.36875,0.24736111111111111,30.35,35.65,33.0,66.0,False,False
noise_experiments,game_only,Game Only,2,data/json/noise_experiments/myth_causal_negative2_informed_claude_pilot/myth_causal_noise_negative2_informed_claude_pilot/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_8/myth_causal_noise_negative2_informed_claude_pilot_002_neutral_rep02.json,1.5,0.82625,0.17244444444444446,26.61,37.39,32.0,64.0,False,False
noise_experiments,myth_control,Myth Control,0,data/json/noise_experiments/myth_causal_negative2_informed_claude_pilot/myth_causal_noise_negative2_informed_claude_pilot/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_8/myth_causal_noise_negative2_informed_claude_pilot_003_neutral_rep00_myth_control_anything.json,2.25,1.54375,0.21159992784992787,40.949999999999996,35.05,38.0,76.0,False,False
noise_experiments,myth_control,Myth Control,1,data/json/noise_experiments/myth_causal_negative2_informed_claude_pilot/myth_causal_noise_negative2_informed_claude_pilot/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_8/myth_causal_noise_negative2_informed_claude_pilot_004_neutral_rep01_myth_control_anything.json,1.59375,1.105,0.19172839506172837,31.69,33.81,32.75,65.5,False,False
noise_experiments,myth_control,Myth Control,2,data/json/noise_experiments/myth_causal_negative2_informed_claude_pilot/myth_causal_noise_negative2_informed_claude_pilot/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_8/myth_causal_noise_negative2_informed_claude_pilot_005_neutral_rep02_myth_control_anything.json,2.25,1.95125,0.2899861111111111,35.09,40.91,38.0,76.0,False,False
noise_experiments,myth_game_directive,Myth-Game Directive,0,data/json/noise_experiments/myth_causal_negative2_informed_claude_pilot/myth_causal_noise_negative2_informed_claude_pilot/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_8/myth_causal_noise_negative2_informed_claude_pilot_006_neutral_rep00_myth_game_directive_anything.json,1.85625,1.70625,0.2527336860670194,33.2,36.5,34.85,69.7,True,False
noise_experiments,myth_game_directive,Myth-Game Directive,1,data/json/noise_experiments/myth_causal_negative2_informed_claude_pilot/myth_causal_noise_negative2_informed_claude_pilot/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_8/myth_causal_noise_negative2_informed_claude_pilot_007_neutral_rep01_myth_game_directive_anything.json,1.475,0.93875,0.20366666666666672,32.29,31.31,31.799999999999997,63.599999999999994,False,False
noise_experiments,myth_game_directive,Myth-Game Directive,2,data/json/noise_experiments/myth_causal_negative2_informed_claude_pilot/myth_causal_noise_negative2_informed_claude_pilot/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_8/myth_causal_noise_negative2_informed_claude_pilot_008_neutral_rep02_myth_game_directive_anything.json,3.5625,4.03875,0.3801339285714286,46.72999999999999,50.27000000000001,48.5,97.0,True,False
noise_experiments,game_only,Game Only,0,data/json/noise_experiments/myth_causal_negative2_informed_claude_topup/myth_causal_noise_negative2_informed_claude_topup/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_8/myth_causal_noise_negative2_informed_claude_topup_000_neutral_rep00.json,1.0625,0.45625,0.12333333333333334,22.85,34.15,28.5,57.0,False,False
