path,model,task_order,experiment,noise_condition,game_params,myth_topic,agent_1_investor_label,agent_1_trustee_label,agent_2_investor_label,agent_2_trustee_label,dyad_strategy,n_rounds,n_switches,has_switch
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_000_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_000_neutral.json,noise,noisy_bootstrap_cooperation,anything,no_trust,defecting,no_trust,defecting,mutual_defect,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_001_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_001_neutral.json,noise,noisy_bootstrap_cooperation,anything,high_trust,moderate,high_trust,variable,mixed,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_002_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_002_neutral.json,noise,noisy_bootstrap_cooperation,anything,no_trust,defecting,no_trust,defecting,mutual_defect,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_003_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_003_neutral.json,noise,noisy_bootstrap_cooperation,anything,no_trust,defecting,no_trust,defecting,mutual_defect,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_005_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_005_neutral.json,noise,noisy_bootstrap_cooperation,anything,no_trust,defecting,no_trust,defecting,mutual_defect,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_006_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_006_neutral.json,noise,noisy_bootstrap_cooperation,anything,no_trust,defecting,no_trust,defecting,mutual_defect,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_007_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_007_neutral.json,noise,noisy_bootstrap_cooperation,anything,moderate,defecting,no_trust,defecting,grim_trigger,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_008_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_008_neutral.json,noise,noisy_bootstrap_cooperation,anything,variable,defecting,variable,variable,mixed,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_009_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_009_neutral.json,noise,noisy_bootstrap_cooperation,anything,moderate,defecting,variable,defecting,grim_trigger,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_010_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_010_neutral.json,noise,noisy_bootstrap_cooperation,anything,variable,variable,variable,defecting,grim_trigger,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_011_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_011_neutral.json,noise,noisy_bootstrap_cooperation,anything,no_trust,defecting,no_trust,defecting,mutual_defect,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_012_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_012_neutral.json,noise,noisy_bootstrap_cooperation,anything,no_trust,defecting,no_trust,defecting,mutual_defect,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_013_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_013_neutral.json,noise,noisy_bootstrap_cooperation,anything,no_trust,defecting,no_trust,defecting,mutual_defect,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_014_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_014_neutral.json,noise,noisy_bootstrap_cooperation,anything,no_trust,defecting,no_trust,defecting,mutual_defect,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation/noise_bootstrap_mem3_015_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_015_neutral.json,noise,noisy_bootstrap_cooperation,anything,variable,defecting,no_trust,defecting,grim_trigger,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_010_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_010_neutral.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,high_trust,variable,high_trust,moderate,mixed,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_011_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_011_neutral.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,no_trust,defecting,no_trust,defecting,mutual_defect,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_012_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_012_neutral.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,moderate,defecting,moderate,defecting,grim_trigger,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_013_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_013_neutral.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,moderate,defecting,no_trust,defecting,grim_trigger,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_014_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_014_neutral.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,moderate,variable,variable,variable,grim_trigger,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_015_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_015_neutral.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,moderate,defecting,variable,defecting,escalating_trust,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_016_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_016_neutral.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,moderate,defecting,variable,variable,grim_trigger,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_017_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_017_neutral.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,high_trust,generous,high_trust,variable,mixed,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_018_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_018_neutral.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,moderate,defecting,moderate,defecting,grim_trigger,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_019_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_019_neutral.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,variable,variable,variable,defecting,grim_trigger,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_020_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_020_neutral.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,moderate,defecting,no_trust,defecting,grim_trigger,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_021_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_021_neutral.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,no_trust,defecting,no_trust,defecting,mutual_defect,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_022_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_022_neutral.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,variable,defecting,variable,variable,grim_trigger,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_023_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_023_neutral.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,variable,defecting,moderate,defecting,grim_trigger,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_024_neutral.json,openai/gpt-5-nano,game,noise_bootstrap_mem3_024_neutral.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,no_trust,defecting,no_trust,defecting,mutual_defect,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_010_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_010_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,moderate,defecting,variable,variable,mixed,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_011_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_011_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,moderate,defecting,no_trust,defecting,mixed,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_012_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_012_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,no_trust,defecting,moderate,defecting,grim_trigger,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_013_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_013_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,variable,defecting,variable,variable,grim_trigger,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_014_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_014_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,variable,moderate,variable,defecting,grim_trigger,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_020_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_020_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,variable,defecting,no_trust,defecting,escalating_trust,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_021_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_021_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,variable,variable,moderate,defecting,mixed,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_022_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_022_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,variable,defecting,variable,defecting,tit_for_tat,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_023_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_023_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,no_trust,defecting,no_trust,defecting,mutual_defect,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_024_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_024_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,no_trust,defecting,no_trust,defecting,mutual_defect,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_025_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_025_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,no_trust,defecting,no_trust,defecting,mutual_defect,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_026_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_026_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,variable,defecting,no_trust,defecting,grim_trigger,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_027_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_027_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,moderate,defecting,no_trust,defecting,grim_trigger,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_028_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_028_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,variable,variable,variable,defecting,escalating_trust,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation/noise_bootstrap_mem3_029_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_029_neutral_anything.json,noise,noisy_bootstrap_cooperation,anything,no_trust,defecting,no_trust,defecting,mutual_defect,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_010_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_010_neutral_anything.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,variable,variable,moderate,defecting,escalating_trust,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_011_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_011_neutral_anything.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,moderate,variable,variable,variable,grim_trigger,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_012_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_012_neutral_anything.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,moderate,defecting,moderate,variable,escalating_trust,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_013_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_013_neutral_anything.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,moderate,defecting,moderate,variable,grim_trigger,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_014_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_014_neutral_anything.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,variable,defecting,variable,variable,grim_trigger,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_030_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_030_neutral_anything.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,variable,defecting,no_trust,defecting,mixed,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_031_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_031_neutral_anything.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,moderate,defecting,variable,variable,grim_trigger,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_032_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_032_neutral_anything.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,moderate,variable,moderate,variable,mixed,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_033_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_033_neutral_anything.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,moderate,defecting,variable,variable,escalating_trust,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_034_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_034_neutral_anything.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,variable,variable,variable,defecting,tit_for_tat,10,0,False
data/json/noise_experiments/v2_uniform_distribution_noise/noise_bootstrap_mem3/gpt-5-nano/game_myth/noisy_bootstrap_cooperation_informed/noise_bootstrap_mem3_035_neutral_anything.json,openai/gpt-5-nano,game_myth,noise_bootstrap_mem3_035_neutral_anything.json,noise_informed,noisy_bootstrap_cooperation_informed,anything,moderate,variable,variable,defecting,mixed,10,0,False
