history,history_label,condition,condition_label,replicate_id,path,num_agents,final_balance,joint_balance,mean_trust_ratio,mean_return_ratio,mean_sent,mean_returned,mean_later_communicated_sent,num_interactions,return_over_sent
own_only,Private interaction memory,game,Game only,0,data/json/noise_experiments/history_gate_signed_gpt_n5_20260821/noise8_history_gate_signed_gpt_n5_ownonly_game/gpt-5-nano/game/noisy8_history_gate_signed_gpt_ownonly_game_r3/noise8_history_gate_signed_gpt_n5_ownonly_game_000_neutral_rep00.json,8,68.0,544.0,0.86,0.46083749999999996,4.3,6.066249999999999,4.250555555555556,40,1.4107558139534881
own_only,Private interaction memory,game,Game only,1,data/json/noise_experiments/history_gate_signed_gpt_n5_20260821/noise8_history_gate_signed_gpt_n5_ownonly_game/gpt-5-nano/game/noisy8_history_gate_signed_gpt_ownonly_game_r3/noise8_history_gate_signed_gpt_n5_ownonly_game_001_neutral_rep01.json,8,65.625,525.0,0.8125,0.3820325663250005,4.0625,4.639625,4.251111111111111,40,1.1420615384615385
own_only,Private interaction memory,game,Game only,2,data/json/noise_experiments/history_gate_signed_gpt_n5_20260821/noise8_history_gate_signed_gpt_n5_ownonly_game/gpt-5-nano/game/noisy8_history_gate_signed_gpt_ownonly_game_r3/noise8_history_gate_signed_gpt_n5_ownonly_game_002_neutral_rep02.json,8,62.6875,501.5,0.7537499999999999,0.36268848039215684,3.76875,4.078625000000001,3.6580555555555554,40,1.0822222222222224
own_only,Private interaction memory,game,Game only,3,data/json/noise_experiments/history_gate_signed_gpt_n5_20260821/noise8_history_gate_signed_gpt_n5_ownonly_game/gpt-5-nano/game/noisy8_history_gate_signed_gpt_ownonly_game_r3/noise8_history_gate_signed_gpt_n5_ownonly_game_003_neutral_rep03.json,8,66.4375,531.5,0.82875,0.38929346978557505,4.14375,5.0424999999999995,4.111388888888889,40,1.216892911010558
own_only,Private interaction memory,game,Game only,4,data/json/noise_experiments/history_gate_signed_gpt_n5_20260821/noise8_history_gate_signed_gpt_n5_ownonly_game/gpt-5-nano/game/noisy8_history_gate_signed_gpt_ownonly_game_r3/noise8_history_gate_signed_gpt_n5_ownonly_game_004_neutral_rep04.json,8,67.375,539.0,0.8474999999999999,0.4007949074074074,4.2375,5.036499999999999,4.173333333333334,40,1.1885545722713864
own_only,Private interaction memory,game_myth,Game → Myth,0,data/json/noise_experiments/history_factorial_own_retries_20260821/noise8_history_gate_signed_gpt_n5_ownonly_game_myth_mythrepair/gpt-5-nano/game_myth/noisy8_history_gate_signed_gpt_ownonly_twotask_r3/noise8_history_gate_signed_gpt_n5_ownonly_game_myth_mythrepair_000_neutral_rep00_memtest_memory_primary_anything.json,8,65.25,522.0,0.805,0.39691329365079364,4.025,4.82575,3.9844444444444442,40,1.198944099378882
own_only,Private interaction memory,game_myth,Game → Myth,1,data/json/noise_experiments/history_factorial_own_retries_20260821/noise8_history_gate_signed_gpt_n5_ownonly_game_myth_mythrepair/gpt-5-nano/game_myth/noisy8_history_gate_signed_gpt_ownonly_twotask_r3/noise8_history_gate_signed_gpt_n5_ownonly_game_myth_mythrepair_001_neutral_rep01_memtest_memory_primary_anything.json,8,65.125,521.0,0.8024999999999999,0.34196408730158734,4.0125,4.07175,4.201388888888888,40,1.0147663551401869
own_only,Private interaction memory,game_myth,Game → Myth,2,data/json/noise_experiments/history_factorial_own_retries_20260821/noise8_history_gate_signed_gpt_n5_ownonly_game_myth_mythrepair/gpt-5-nano/game_myth/noisy8_history_gate_signed_gpt_ownonly_twotask_r3/noise8_history_gate_signed_gpt_n5_ownonly_game_myth_mythrepair_002_neutral_rep02_memtest_memory_primary_anything.json,8,64.125,513.0,0.7825,0.3522388888888889,3.9125,4.1537500000000005,3.819166666666666,40,1.0616613418530352
own_only,Private interaction memory,game_myth,Game → Myth,3,data/json/noise_experiments/history_factorial_own_retries_20260821/noise8_history_gate_signed_gpt_n5_ownonly_game_myth_mythrepair/gpt-5-nano/game_myth/noisy8_history_gate_signed_gpt_ownonly_twotask_r3/noise8_history_gate_signed_gpt_n5_ownonly_game_myth_mythrepair_003_neutral_rep03_memtest_memory_primary_anything.json,8,64.875,519.0,0.7975,0.3978196428571429,3.9875,4.737,4.009444444444444,40,1.187962382445141
own_only,Private interaction memory,game_myth,Game → Myth,4,data/json/noise_experiments/history_factorial_own_retries_20260821/noise8_history_gate_signed_gpt_n5_ownonly_game_myth_mythrepair/gpt-5-nano/game_myth/noisy8_history_gate_signed_gpt_ownonly_twotask_r3/noise8_history_gate_signed_gpt_n5_ownonly_game_myth_mythrepair_004_neutral_rep04_memtest_memory_primary_anything.json,8,66.0,528.0,0.82,0.38369146825396827,4.1,4.630249999999999,4.011111111111111,40,1.1293292682926828
own_only,Private interaction memory,myth_game,Myth → Game,0,data/json/noise_experiments/history_factorial_own_retries_20260821/noise8_history_gate_signed_gpt_n5_ownonly_myth_game_mythrepair/gpt-5-nano/myth_game/noisy8_history_gate_signed_gpt_ownonly_twotask_r3/noise8_history_gate_signed_gpt_n5_ownonly_myth_game_mythrepair_000_neutral_rep00_memtest_memory_primary_anything.json,8,65.625,525.0,0.8125,0.3738916916416916,4.0625,4.5545,4.052222222222222,40,1.1211076923076924
own_only,Private interaction memory,myth_game,Myth → Game,1,data/json/noise_experiments/history_factorial_own_retries_20260821/noise8_history_gate_signed_gpt_n5_ownonly_myth_game_mythrepair/gpt-5-nano/myth_game/noisy8_history_gate_signed_gpt_ownonly_twotask_r3/noise8_history_gate_signed_gpt_n5_ownonly_myth_game_mythrepair_001_neutral_rep01_memtest_memory_primary_anything.json,8,66.25,530.0,0.825,0.3557339285714286,4.125,4.403875,4.256111111111111,40,1.0676060606060607
own_only,Private interaction memory,myth_game,Myth → Game,2,data/json/noise_experiments/history_factorial_own_retries_20260821/noise8_history_gate_signed_gpt_n5_ownonly_myth_game_mythrepair/gpt-5-nano/myth_game/noisy8_history_gate_signed_gpt_ownonly_twotask_r3/noise8_history_gate_signed_gpt_n5_ownonly_myth_game_mythrepair_002_neutral_rep02_memtest_memory_primary_anything.json,8,63.625,509.0,0.7725000000000001,0.36141593915343917,3.8625,4.180750000000001,3.6769444444444446,40,1.0823948220064727
own_only,Private interaction memory,myth_game,Myth → Game,3,data/json/noise_experiments/history_factorial_own_retries_20260821/noise8_history_gate_signed_gpt_n5_ownonly_myth_game_mythrepair/gpt-5-nano/myth_game/noisy8_history_gate_signed_gpt_ownonly_twotask_r3/noise8_history_gate_signed_gpt_n5_ownonly_myth_game_mythrepair_003_neutral_rep03_memtest_memory_primary_anything.json,8,69.125,553.0000000000001,0.8825,0.3459535714285714,4.4125,4.58425,4.298611111111111,40,1.0389235127478755
own_only,Private interaction memory,myth_game,Myth → Game,4,data/json/noise_experiments/history_factorial_own_retries_20260821/noise8_history_gate_signed_gpt_n5_ownonly_myth_game_mythrepair/gpt-5-nano/myth_game/noisy8_history_gate_signed_gpt_ownonly_twotask_r3/noise8_history_gate_signed_gpt_n5_ownonly_myth_game_mythrepair_004_neutral_rep04_memtest_memory_primary_anything.json,8,66.625,533.0,0.8324999999999999,0.33860892857142855,4.1625,4.20825,4.035277777777778,40,1.0109909909909909
partner_dossier,Current-partner dossier,game,Game only,0,data/json/noise_experiments/crossmodel_signed_gpt_n5_20260821/noise8_crossmodel_signed_gpt_n5_game/gpt-5-nano/game/noisy8_crossmodel_signed_smoke_game_r3/noise8_crossmodel_signed_gpt_n5_game_000_neutral_rep00.json,8,63.25,506.0,0.765,0.33948253968253966,3.825,3.8872500000000003,3.8225000000000002,40,1.0162745098039216
partner_dossier,Current-partner dossier,game,Game only,1,data/json/noise_experiments/crossmodel_signed_gpt_n5_20260821/noise8_crossmodel_signed_gpt_n5_game/gpt-5-nano/game/noisy8_crossmodel_signed_smoke_game_r3/noise8_crossmodel_signed_gpt_n5_game_001_neutral_rep01.json,8,61.375,491.00000000000006,0.7274999999999999,0.43879794973544967,3.6375,4.811249999999999,3.755555555555555,40,1.3226804123711338
partner_dossier,Current-partner dossier,game,Game only,2,data/json/noise_experiments/crossmodel_signed_gpt_n5_20260821/noise8_crossmodel_signed_gpt_n5_game/gpt-5-nano/game/noisy8_crossmodel_signed_smoke_game_r3/noise8_crossmodel_signed_gpt_n5_game_002_neutral_rep02.json,8,61.375,491.0,0.7275,0.3596608796296296,3.6375,3.9678750000000003,3.5549999999999997,40,1.0908247422680413
