batch,condition,condition_label,replicate,path,avg_sent,avg_returned,avg_return_ratio,final_agent_1,final_agent_2,final_mean_balance,final_total_balance,escalated_send,escalated_return
noise_experiments,game_only,Game Only,0,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_000_neutral_rep00.json,1.075,0.625,0.17361111111111113,30.299999999999997,41.2,35.75,71.5,False,False
noise_experiments,game_only,Game Only,1,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_001_neutral_rep01.json,0.9,0.4,0.12037037037037035,30.0,38.0,34.0,68.0,False,False
noise_experiments,game_only,Game Only,2,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_002_neutral_rep02.json,1.0,0.36500000000000005,0.11337868480725624,31.35,38.65,35.0,70.0,False,False
noise_experiments,game_only,Game Only,3,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_003_neutral_rep03.json,1.175,0.5549999999999999,0.1146031746031746,37.3,36.2,36.75,73.5,False,False
noise_experiments,game_only,Game Only,4,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_004_neutral_rep04.json,2.3600000000000003,2.272,0.3034567901234567,48.87999999999999,48.32000000000001,48.599999999999994,97.19999999999999,False,False
noise_experiments,game_only,Game Only,5,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_005_neutral_rep05.json,1.475,1.22,0.22546897546897546,39.25,40.25,39.75,79.5,False,False
noise_experiments,game_only,Game Only,6,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_006_neutral_rep06.json,1.125,0.8550000000000001,0.23224867724867726,32.900000000000006,39.6,36.25,72.5,False,False
noise_experiments,game_only,Game Only,7,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_007_neutral_rep07.json,1.6,1.23,0.2276190476190476,43.9,38.1,41.0,82.0,False,False
noise_experiments,game_only,Game Only,8,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_008_neutral_rep08.json,1.4,1.06,0.19444444444444442,35.599999999999994,42.4,39.0,78.0,True,False
noise_experiments,game_only,Game Only,9,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_009_neutral_rep09.json,1.31,1.0050000000000001,0.2439051689051689,40.85,35.349999999999994,38.099999999999994,76.19999999999999,False,False
noise_experiments,myth_control,Myth Control,0,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_010_neutral_rep00_myth_control_anything.json,1.7149999999999999,0.9179999999999999,0.16912930474333984,46.46999999999999,37.83,42.14999999999999,84.29999999999998,False,False
noise_experiments,myth_control,Myth Control,1,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_011_neutral_rep01_myth_control_anything.json,1.855,1.29,0.1952380952380952,43.75,43.35,43.55,87.1,False,False
noise_experiments,myth_control,Myth Control,2,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_012_neutral_rep02_myth_control_anything.json,1.65,1.475,0.2277210884353741,35.75,47.25,41.5,83.0,True,False
noise_experiments,myth_control,Myth Control,3,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_013_neutral_rep03_myth_control_anything.json,1.59,1.33,0.2562698412698413,36.599999999999994,45.2,40.9,81.8,False,False
noise_experiments,myth_control,Myth Control,4,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_014_neutral_rep04_myth_control_anything.json,1.845,1.6300000000000001,0.2641784641784642,43.650000000000006,43.25,43.45,86.9,True,False
noise_experiments,myth_control,Myth Control,5,data/json/noise_experiments/neutral_2026_05_27/myth_causal_neutral_noise_negative2_informed_claude_r10_n10/claude-sonnet-4.5/myth_game/noisy_negative_2_informed_myth_causal_10/myth_causal_neutral_noise_negative2_informed_claude_r10_n10_015_neutral_rep05_myth_control_anything.json,0.9,0.43499999999999994,0.12777777777777777,32.05,35.95,34.0,68.0,False,False
